Yorum,Puan,Tarih,Durum
paketler pahali arkadaşlar sadece dk sms gb internet vb paketler vermek zor değil bence bunun paketler verin bana bol bol internet lazimayrica indirim yaparken sadece tl mi yapilirdaha fazla indirim yapmalisinizsizden adaletli vicdanli olmanizi rica ediyorumayrica indirimli paketleri sadece ay vermeyi aklinizin ucundan geçirmeyinher ay ayni kampanyali paketleri hatta ucuzunu istiyorum,1,2026-01-15 21:26:49,0
süper,5,2026-01-15 20:59:15,1
yeni gelen tumbara olayı iyi yaa teşekkür ederim,5,2026-01-15 20:58:33,1
iyi,5,2026-01-15 20:52:18,1
yönüyle basarili vermiş olduğu hizmetlerle üzerinden,5,2026-01-15 20:44:04,1
süper,5,2026-01-15 20:36:39,1
güzel,5,2026-01-15 20:34:05,1
,5,2026-01-15 20:22:01,1
harika,5,2026-01-15 20:16:13,1
güzel,5,2026-01-15 20:14:11,1
güzel,5,2026-01-15 20:10:53,1
iyi,5,2026-01-15 20:08:54,1
iyki turkcell liyim uygulaması ayrı güzel zaten mükemmel,5,2026-01-15 20:04:20,1
iyi,5,2026-01-15 19:45:59,1
tam bir saçmalık,1,2026-01-15 19:08:01,0
çekim ğücü ğüzel,5,2026-01-15 18:39:52,1
tamam,5,2026-01-15 17:30:02,1
faturayı gün ödemeyince kullanıma katıyorlar faturayı ödemeyip ülkeden kaçacaz,1,2026-01-15 13:53:36,0
ben hayatımda kadar rezalet bir hizmet görmedim resmen paranizla rezil oluyorsunuz teşekkürler,1,2026-01-15 13:20:23,0
güzel bir tek tumbara puan veriyor,4,2026-01-15 13:01:57,1
android desteği geri gelsin,5,2026-01-15 12:50:51,1
geçmeyin başta iyi sonradan pahalı interneti iz çabuk bitiyor pişmanlık bence,1,2026-01-15 03:16:33,0
iyi,5,2026-01-15 01:35:25,1
iyi,5,2026-01-14 23:23:45,1
iyi bir uygulama,5,2026-01-14 22:43:08,1
izin ayarları kısmında bug var düzeltin,1,2026-01-14 21:41:38,0
bir tuş çalışmıyor,1,2026-01-14 20:52:05,0
,5,2026-01-14 20:50:00,1
salla kazan hediyeleri biraz arttırsalar gğzel olucak,5,2026-01-14 20:47:58,1
kullanması kolay bir uygulama teşekkürler,5,2026-01-14 20:41:39,1
guzel,5,2026-01-14 20:33:41,1
kolaylık kadar,5,2026-01-14 20:30:09,1
vodafone kullandıktan sonra türkcelle geçince rahat ettimasansörde bile çekiyor,5,2026-01-14 20:23:36,1
güzel bir uygulama,5,2026-01-14 20:21:56,1
müşteri memnuniyeti kaliteli hizmet anlayışı teşekkürler turkcell,5,2026-01-14 20:17:24,1
teşekkür,5,2026-01-14 20:13:51,1
cok guzel,5,2026-01-14 19:58:48,1
abi çıkarmışlar çekici yüksel felan yalan internet çekmiyor yalan,1,2026-01-14 18:13:01,0
yav nedir hızlı giriş şifrsiylede giriyom deniyom kodlarıda giriyom bi türlü giremedim uygulamya,1,2026-01-14 16:31:32,0
kötü kazikci,1,2026-01-14 14:49:05,0
güzel,4,2026-01-14 13:47:37,1
çarşamba sala kazan salyorum gb tik tok a veriyor ondan bir verdim,1,2026-01-14 13:09:43,0
adamına göre fiyatlandırma yapan salla kazan hediyelerini bile adamına göre veren operatör kısa zamanda başka operatöre geçeceğim,1,2026-01-14 12:35:27,0
harika,5,2026-01-14 10:10:54,1
salla kazanda gb youtube gb instagram veriyorsun ben ikisinide kullanmıyorum hafta bunları veriyorsun,1,2026-01-14 01:14:48,0
yıldır türkseliyim,5,2026-01-13 22:50:03,1
interne falan çekmiyor sinirden telefonu kiricsktim kullanmayin,1,2026-01-13 22:17:09,0
iyi,5,2026-01-13 20:57:40,1
mükemmelll,5,2026-01-13 20:56:13,1
müqqq,5,2026-01-13 20:54:57,1
süper muhteşem den şimdiye memnunum çekim harika hiçbir sıkıntı olmadı iyiki turkcell liğim,5,2026-01-13 20:49:15,1
güzel,5,2026-01-13 20:48:29,1
güzel bir uygulama hafta salakazan bogiden internet tumbarada para vermeden bile kullanılır,5,2026-01-13 20:44:44,1
güzel,5,2026-01-13 20:34:16,1
tumbara hoşuma gitti,5,2026-01-13 20:32:41,1
iyi,5,2026-01-13 20:29:30,1
uygulama harika bir uygul,5,2026-01-13 20:24:01,1
güzel,5,2026-01-13 20:17:55,1
,5,2026-01-13 20:17:37,1
wonderfull,5,2026-01-13 20:14:40,1
memnunum herşey teşekkürler,5,2026-01-13 20:12:18,1
,5,2026-01-13 20:10:56,1
gerçekten mükemmel bir uygulama sıkıntım yok herkese öneririm önce pek internet uygulaması denedim memnun kaldığım oldu,5,2026-01-13 20:07:05,1
ocak saat dan beri benimle ilgilenen müşteri temsilcisi seyhan beye teşekkürlerimi iletiyorum sevgili turkcell kadar ilgili bir temsilciyi sakın kaybetmemeli ödüllendirmelisiniz evet uygulama yorumları buradan göreceğinizi düşündüğüm yazıyorum yıldızı seyhan beye veriyorum ilgi alakası tekrar teşekkür ediyorum,5,2026-01-13 19:07:56,1
şunu yazıyorum turkcell kadar kötü pahalı bir operatör yok ayrıca uygulamadan ek paket almak istiyorum fiyat pahalı gb tl oysa ben gb interneti türk telekomda tl alabiliyordum internet hızına gelecek olursak ev internetim yok telefon internet hızının diğer operatörlerden bir şekilde farkı yoktur kazıkçı bir operatör,1,2026-01-13 18:50:45,0
turkcell dünyasında yapmış oldukları hizmetlerinden dolayı teşekkür ederim,4,2026-01-13 18:15:31,1
kötü yıldız verdim kötü olarak,5,2026-01-13 14:21:45,1
telefon sipariş ettim saat içinde iptal ettim geri hala hazırlanıyordu gündür iade edemediler konuda rezilsiniz,1,2026-01-13 13:34:59,0
tamamen saçmalık faturaya geçenlere torpil yapıyorsunuz normal paket yükliyenlerin paketine zam yapıyorsunuz sırf herkes faturaya geçsin faturalı olanlara ila paket olanlara ila arası fiyat çekiyorsunuz inat değil mi tl olarak yüklerim faturaya yine geçmem yine geçmem,1,2026-01-13 10:04:57,0
türk telekomdan berbat bi internet kapasitesine mi sahip olmak istiyorsunuz zaman türkcell e geçin,1,2026-01-13 08:32:34,0
uygulamaya giremiyorum,1,2026-01-13 08:08:51,0
fiyatlandırma biraz uygun olmalı,4,2026-01-13 07:05:40,1
iyi,5,2026-01-13 02:57:00,1
memnun değilim,1,2026-01-13 01:11:56,0
internet ışık hızında falan diyolar benim internettim çinden geliyormuş yavaş qq,1,2026-01-12 22:19:53,0
iyi bir uygulama benim başkalarını bilmem,5,2026-01-12 22:16:28,1
harika yakında geliyorum,5,2026-01-12 21:01:21,1
uygulama güvenilir hemde iyi iyi salla kazanı internetin yokmu salla artık var iyi,5,2026-01-12 21:00:09,1
keşke yıldız olsada verebilsem bakiye yükleme kısmını karmaşık gereksiz uzun tutuyorsunuz yardım talebi oluşturamiyorum herşey bozuk,1,2026-01-12 20:59:23,0
zorluk çekmedim,5,2026-01-12 20:52:29,1
çooooooook iyiiiii,5,2026-01-12 20:45:06,1
güzel,5,2026-01-12 20:41:33,1
turkcellden herzaman memnun olmuşumdur,5,2026-01-12 20:35:04,1
süper dudukluyor,5,2026-01-12 20:32:01,1
memnunum,5,2026-01-12 20:29:26,1
cok guzel,5,2026-01-12 20:25:14,1
iyi herşey teşekkürler,5,2026-01-12 20:19:17,1
memnum,5,2026-01-12 20:17:43,1
müthiş,5,2026-01-12 20:08:31,1
güzel on numaraa,5,2026-01-12 20:04:47,1
güzel bir uygulama,5,2026-01-12 20:02:48,1
iyi teşekkür ediyorum,5,2026-01-12 20:02:28,1
selocanlar kurtar beni dediğim zaman kurtarıyor turkcell zor zamanım olmadığı halde yanımdaydı tam param bitti yarım depo yakıt aldım faturama yansıt yapmış bulundum bunları kaza tuşladım yinede olsun dedim çay parasına kredi verdi üstelik hattın faturası dahilinde ödeme tam fatura kesim tarihi son ödemeye bakarsak tam ay sonrası turkcell teşekkür ederim gerçekten büyük kolaylık kış gününde teşekkür ederim,5,2026-01-12 17:42:47,1
bir yıldır turkcell abonesiyim faturamı düzenli ödüyorum son ödeme tarihi gelmeden sürekli mesaj atıp borcunuz var bıktırdılar günde gün ödemesi gecikti yasal takip avukat parası mesaj attılar faiz işletecez dehdit ediyorlar resmen bunlar vodafondanda betermiş turkcellden uzak durun,1,2026-01-12 16:17:40,0
türksel herşeyiyle problemsiz teşekkürler,5,2026-01-12 16:01:16,1
mükemmel teşekkür ederim,5,2026-01-12 13:46:08,1
süper,5,2026-01-12 12:55:14,1
hediyelerimiz güncelleyin teşekkür ler,5,2026-01-12 12:54:11,1
uygulama kötü sözde teknoloji firması haftanın artısı çıkıyor migros hediye çeki kaydırıldığında lütfen sonra tekrar deneyin diyor saat kadar yaklaşık on giriyorum aynı sonunda kampanya bitmiştir diyor şaka,1,2026-01-12 12:22:38,0
türkcell çekim gücü internet çekim gücünün altında kalıyor türkcelle yakışmıyor,2,2026-01-12 12:05:20,0
bir uygulama yapmışlar uygulama üzerinden bir sorunu çözemiyorsun yaptığı tek işlem var orayı ara buraya mesaj at yönlendirmek kardeşim yapıyorsan bir uygulama adam yap işlerimizi halledelim vodafone örnek al biraz,1,2026-01-12 10:47:12,0
uygulama sürekli hata veriyor giremiyorum,2,2026-01-12 06:53:34,0
internet vermiyor aralar bölgemizde çekmiyor yorumumu dikkate alsanız iyi olur,2,2026-01-12 00:13:32,0
turkcell pişmanlıktır interneti iyi değil son zamanlarda sürekli problem var türkiyenin pahalı operatörü kötüsü,1,2026-01-11 22:49:49,0
güzel uygulama,5,2026-01-11 22:29:59,1
uygulamayı beğenmedim ayrıca doğum gününde dilek tut munu üfle animasyon yapmışlar batıl bir inancı koymuşlar gereksiz olmuş,1,2026-01-11 21:23:17,0
güzel bir uygulama olmuş sala kazan yaplp internet yüklüyoruz turkceel uygulamasınl yapan iş arkadaşlara teşekkür ederim,5,2026-01-11 20:57:39,1
kalite turkcell,5,2026-01-11 20:29:34,1
güzel uygulama,5,2026-01-11 20:14:31,1
iyi,5,2026-01-11 20:07:37,1
beleş internet,5,2026-01-11 20:01:56,1
sakın ha sakın yanından bile geçmeyin imzalamadığım kontratı otomatik olarak işleme aldılar fahiş fiyat desen zaten babası bunlar sakın pişman olursunuz,1,2026-01-11 13:39:22,0
süper,5,2026-01-11 13:18:56,1
paketler pahalı olan internette su akıyor gb gb gidiyor bir bile fazla size çekmiyor,1,2026-01-11 13:13:58,0
kaliteli mükemmel,5,2026-01-11 12:38:23,1
işimize yarıyor,5,2026-01-11 12:26:24,1
bence güzel bir uygulama herkes yükleyebilir herkesin seveceğine inanıyorum,5,2026-01-11 10:13:19,1
güzel a,5,2026-01-11 09:58:20,1
yaw internet mbps den e falan geliyor anca çekmiyor kardeşim çekmiyor,1,2026-01-11 01:12:43,0
bilginiz olsun faturaya yansıttığınız bir ücrette abonelik ücreti alıyorlar ben yaşadım yaşamayın,1,2026-01-11 00:42:53,0
hızlı,5,2026-01-10 20:57:43,1
güzel,5,2026-01-10 20:54:04,1
salla kazan hediyelerinde sadece instagram tiktok belirli platformlarda geçerli olan gb yerine yöne kullanılabilen normal düz gb verilmesi faydalı olacaktır herkes sosyal medya kullanmıyor kimisinin acil bir whatsapp mesajı atması kimisinin interneti bittiği sadece iletişimde kalması gerekebiliyor internet uygulama kısıtlaması yapmak yerine hediyenin kullanım alanını kullanıcının ihtiyacına bırakmanız müşteri memnuniyetini artıracaktır ayrıca dark mode getirin,1,2026-01-10 20:53:50,0
süper,5,2026-01-10 20:33:11,1
g internet aldım cepte bilmem nesinden çooooooook memnunum,5,2026-01-10 20:31:26,1
güzel,5,2026-01-10 20:23:32,1
türkselli olmaktan memnunum hizmetleri sınırsız güzel,5,2026-01-10 20:22:58,1
iyi iyi,5,2026-01-10 20:19:31,1
şahane,5,2026-01-10 20:06:20,1
türkiye türkcelle teknoloji santralleri iyi bakın herkes tepelerde büyük istanbulun iyi bakınlütven türkcelli iyi davranın bizim çalışıyor dahada iyi geliştiriyoruz herkes dünya sakin oluntürkcelli bizim secdiğiniz ister seç seçme size kalmış teşekkür ederim türkcell,5,2026-01-10 20:01:45,1
güzel,5,2026-01-10 18:01:47,1
giriş yapamıyorum giriş yapabildiğimde süperonline hesabımı bulamıyor salak uygulama tarifemi yenileyemiyorum kazık aşırı pahalı bir tarife seçmiş bana türkcell zaman kadar saçma sapan işler yapar hale geldi eskiden teknolojinin yazılımın beşiğiydi neredennn nereyeee,1,2026-01-10 17:33:19,0
çekmiyo,1,2026-01-10 16:40:05,0
hayatimda bukadar kötü firima görmedim,1,2026-01-10 16:15:04,0
giriş yap diyorum kod gelmiyor bana uygulama,1,2026-01-10 14:44:05,0
hic uygulama yok hic memnum degilim,1,2026-01-10 13:33:15,0
tumbaraya girilmiyo bi söylemiyolarda hattımı degiştircem gına geldi artık,1,2026-01-10 09:37:39,0
giriş yapamıyorum saçma bir durum türkiyenin iletişim devi haldeyse gerisini düşünün artık turkcel kendine gel,1,2026-01-10 01:13:25,0
güncelleme sonrası uygulamaya girerken sacma sapan bir yavaşlık gecikme sizin beceriksizliginizi beklmek zorunda kalıyoruz şeyi uygulama üzerinden yaptırıp uygulamayı çalışır vaziyette tutamamakta size yakışırdı,1,2026-01-10 00:35:30,0
yorumum dünya kadar para alıyorsunuz hemde rezalet interneti türkiyeye veriyorsunuz cidden yazık sizin operatörleri kullananda berbat internetiniz var bi maç izleyeyim diyorum devamlı donuyor oyunlarda çekmiyor ocak youtube paketi olmasına rağmen youtube takılıyorum hikmetse asım paketi uygulanıyor madem asım paketi uygulanacak veriyorsunuz hediye zaman youtube geçerli interneti youtube kullanıyıryz bide aşım paketi kitliyorsunuz,1,2026-01-10 00:19:36,0
internetim su ışık hızında acayip hızlı bitiyor artık internetim hızlı bittiği yetmediği turkcell den bıktım hattımı başka operatöre taşımayı düşüyorum artık internetin hızlı bitmesi konusuna artık bir çözüm bulunmasını arz ederim,1,2026-01-10 00:17:36,0
turkcell li olmanın önemli ayrıcalığı,5,2026-01-09 22:26:57,1
hiçdijital operatörden memnun değilim nekadar kendimi turkcell aile ekibine katılmak istiyorum olmuyor memnun değilim ben,1,2026-01-09 22:20:27,0
turkcell tv yan oda hesabimda gorunmez kontrati yenilemek icin zaten cok subesi olan turkcell superonline aramak zorunda kalmak uygulamayi yoneten admin i rahatsiz etmiyormu eksik uygulama yapmak bir basarimidir,1,2026-01-09 22:10:12,0
mükemmel,5,2026-01-09 22:01:05,1
süper,5,2026-01-09 20:58:46,1
yerde güzel çekiyor paket leri avantajlı,5,2026-01-09 20:56:34,1
memnunum,5,2026-01-09 20:54:00,1
tek sorun fiyatları biraz yüksek kalite iyi,5,2026-01-09 20:51:40,1
kullanışlı bir uygulama,5,2026-01-09 20:49:56,1
çekim gücü,5,2026-01-09 20:46:30,1
iyi,5,2026-01-09 20:46:01,1
ben sizi tercih etiğim şanslıyım,5,2026-01-09 20:45:04,1
mükemmel aydır turkcell kullanıyorum,5,2026-01-09 20:40:14,1
süper,5,2026-01-09 20:31:55,1
güzel bir uygulama,5,2026-01-09 20:23:10,1
iyi,5,2026-01-09 20:17:04,1
süper,5,2026-01-09 20:01:55,1
turkcell benim ilk göz ağrım harikasınız,5,2026-01-09 17:12:42,1
güzel,5,2026-01-09 16:54:14,1
mükemmel,5,2026-01-09 16:40:45,1
superbox kullanıcısıyım fakat tel hattım türktelekom mecburen kendi hattımdan arıyorum asla müşteri temsilcisine bağlanmıyor uygulamada superbox borç var yok kaç gb internet kaldı vsbilgilerini asla görebileceğim biryer yok saçma sapan uygulama yapmışlar sadece satın alınabilecek şeyler görünüyor ödeme yapmayınca arayıp darlamayı biliyorsunuz borcum var öğreneceğim tam olarak vahiy mi inecek anlamadım internetim kbps sözde gb var teşekkürler turkcell,1,2026-01-09 13:09:59,0
turkcell bizi üzdü,1,2026-01-09 12:36:36,0
süper bir uygulama,5,2026-01-09 12:30:58,1
güzel bir uygulama teşekkür ederim turkcell,5,2026-01-09 11:19:34,1
gb internet gunde bitti okadat kullanım yapmadıgım halde itirazda bulundum araştırıp döneceklerini söylediler goturam kesilecek aradan var soran limit aşımına zorlanıyorum madutiyet yaşayatak kısıtlı internet kullanıyotum,1,2026-01-09 11:02:24,0
sadece youtube yada sadece instegram tek bir yerlerde mecbur kalmak yerine yerde interneti kullansak iyi olmazmiydi saçma sapan fikir kimin işi sadece sadece sadece birakin internette özgürce hareket edelim,1,2026-01-09 10:50:22,0
acik ara kötü gsm operatörü vodafona gecme vakti gelmistir,5,2026-01-09 09:36:37,1
uygulama hata veriyor giriş yaptığı zamanda tabbarcell falan yazıyor vbl yazılar çıkıyor çözümlenmesi lazım,1,2026-01-09 04:35:27,0
fatura yüksek baktım kontrat yenilenmemis fatura odenmese günde elli kere ararsınız haram olsun aylardır ödüyorum gb gb maşallah,1,2026-01-09 04:22:27,0
teşekkür ederim,5,2026-01-09 00:54:17,1
türkcelliyiz,5,2026-01-08 22:39:47,1
turkcell pişmanliktir indirin deneyin sonra gelirsiniz buraya,5,2026-01-08 22:25:47,1
super box dünyanın kötü modemidir bir modem falan yapmayın lütfen,1,2026-01-08 21:30:13,0
,5,2026-01-08 20:59:03,1
güzel uygulama,5,2026-01-08 20:54:32,1
süper,5,2026-01-08 20:47:05,1
numara yildiz turkcel le baglan hayata,5,2026-01-08 20:46:00,1
mükemmel bir uygulama emeği geçen herkese teşekkür ederim turkcell yola devam,5,2026-01-08 20:38:54,1
güzel memnunum,5,2026-01-08 20:24:01,1
türksel işin vakkosu zaman iyiki varsın türksel,5,2026-01-08 20:20:51,1
,5,2026-01-08 20:17:18,1
güzel,5,2026-01-08 20:12:54,1
acik ara iyisi,5,2026-01-08 20:08:58,1
bravo,5,2026-01-08 20:05:56,1
salla kazan interneti hediye et özelliği gelsin özellik sadece ramazan ayına özel olmasın ay salla kazanı sevdiğimiz biride göndere bilelim lütfen,2,2026-01-08 19:22:06,0
berbat bir uygulama herhangi bir konuda bilgi alamıyorum paket içeriklerini göremiyorum,1,2026-01-08 18:29:17,0
salla kazan,5,2026-01-08 17:22:19,1
ben gaming oyun oynayarak internet kazandım sanıyordum faturamdan gitmiş giderken mesaj gelmedi,1,2026-01-08 16:54:36,0
kendi paketimi kendim seçemiyorum kadar saçma aynı tarife seçemiyorum ekonomik olan paketleri seçemiyorum yüksek paketler faiş fiyatlarla dayatılıyor tüketicinin özgürlüğünü elinden alıyorlar sırf iyi çekiyor bunu yapamazsın tüketiciye insanların hakkına gasptır,1,2026-01-08 16:51:57,0
inernet kötü hizmet sıfır turk telekom vodafone kalın pahalı internet kötü,1,2026-01-08 16:02:15,0
hizmetimizden memmundegilim tahatdutum bitsin birahane asla sizinle çalışmayacaksın,1,2026-01-08 15:00:19,0
kaydete memnun oldum teşekkürler,5,2026-01-08 14:47:10,1
elimde olsa yıldız vermem istanbulun göbeğinde şişlide evimde çekmiyen firma g ye geçeçekmiş bir arada uçan dronları vardı depremlerde gördük internet bile çekmedi zaten kapattılar fatura düşük geçtim pişmanım internet hediyesi veren firmada butavsite etmiyorumçekmiyen operatör,1,2026-01-08 14:45:27,0
uygulama giriyorsun talebiniz incelenmektedir diyor başka bir işlem yapamıyorsun mecburen müşteri hizmetlerini arıyorsun uygulama hiçbir yapılmıyor hiçbir işe yaramıyor,1,2026-01-08 13:49:12,0
telefonumun bütün şeyini buradan yapıyorum memnun,5,2026-01-08 06:44:14,1
salla kazandan kazanılan hediyeler cimri gnçdeki çatlat kazandan çıkan hediyeleri almak içinde para vermek lazım bide artık çalarken dinlet uygulamasını bulamıyorum yoksa silindimi,5,2026-01-07 21:54:55,1
süper,5,2026-01-07 20:59:37,1
,4,2026-01-07 20:58:56,1
,5,2026-01-07 20:56:55,1
biraz pahalı olmasa iyisi,5,2026-01-07 20:56:08,1
güzel olmuş,5,2026-01-07 20:52:56,1
iy,5,2026-01-07 20:49:43,1
iyi,5,2026-01-07 20:48:04,1
herşey güzel lakin yaşlılar dark mode yazı karakterlerinin büyüklüğünü ayarlayabilecek bir seçenek koyarsanız bizleri sevindirmiş olursunuz,5,2026-01-07 20:45:40,1
,5,2026-01-07 20:45:07,1
mükemmel,5,2026-01-07 20:41:40,1
tiksindim,1,2026-01-07 20:40:46,0
iyi,5,2026-01-07 20:40:32,1
